title,console,genre,publisher,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,year,month,day
Assassin's Creed Odyssey,PS4,Action-Adventure,Ubisoft,9,3.18,1.18,0.09,1.4,0.51,2018-10-05,2018,10,5
Fallout: New Vegas,PS3,Role-Playing,Bethesda Softworks,8,3.17,1.54,0.1,1.04,0.49,2010-10-19,2010,10,19
FIFA Soccer 08,PS2,Sports,EA Sports,7,3.14,0.68,0.0,0.0,2.46,2007-10-09,2007,10,9
Club Penguin: Elite Penguin Force,DS,Adventure,Disney Interactive Studios,7,3.14,1.87,0.0,0.97,0.3,2008-11-25,2008,11,25
FIFA 18,XOne,Sports,EA Sports,8,3.14,0.98,0.0,1.92,0.23,2017-09-29,2017,9,29
Spider-Man,PS,Action,Activision,8,3.13,1.7,0.02,1.25,0.16,2000-08-30,2000,8,30
The Elder Scrolls IV: Oblivion,PS3,Role-Playing,Bethesda Softworks,9,3.12,1.69,0.14,0.86,0.44,2007-03-20,2007,3,20
Resident Evil 6,PS3,Action,Capcom,7,3.12,0.88,0.88,0.97,0.39,2012-10-02,2012,10,2
Need for Speed III: Hot Pursuit,PS,Racing,Electronic Arts,7,3.12,2.14,0.0,0.86,0.13,1998-03-25,1998,3,25
Tom Clancy's Ghost Recon Wildlands,PS4,Shooter,Ubisoft,7,3.12,1.07,0.22,1.35,0.47,2017-03-07,2017,3,7
Titanfall,XOne,Shooter,Electronic Arts,8,3.11,1.88,0.04,0.91,0.28,2014-03-11,2014,3,11
NBA 2K13,X360,Sports,2K Sports,8,3.11,2.62,0.01,0.21,0.28,2012-10-02,2012,10,2
Mass Effect 2,X360,Role-Playing,Electronic Arts,9,3.1,1.99,0.03,0.81,0.27,2010-01-26,2010,1,26
LEGO Batman: The Videogame,Wii,Adventure,Warner Bros. Interactive,7,3.08,1.8,0.0,0.98,0.29,2008-09-23,2008,9,23
Madden NFL 2002,PS2,Sports,EA Sports,8,3.08,2.5,0.01,0.16,0.42,2001-08-19,2001,8,19
Saints Row 2,X360,Action,THQ,7,3.07,1.98,0.02,0.79,0.28,2008-10-14,2008,10,14
Call of Duty: Ghosts,XOne,Shooter,Activision,7,3.07,1.92,0.0,0.86,0.28,2013-11-22,2013,11,22
The Sims: Vacation,PC,Simulation,Electronic Arts,8,3.07,1.72,0.0,1.21,0.14,2002-03-25,2002,3,25
Borderlands 2,X360,Shooter,2K Games,8,3.06,1.89,0.04,0.88,0.26,2013-01-15,2013,1,15
LEGO Batman: The Videogame,DS,Adventure,Warner Bros. Interactive,7,3.06,1.75,0.0,1.02,0.29,2008-09-23,2008,9,23
Kung Fu Panda,X360,Platform,Activision,7,3.05,1.91,0.0,0.84,0.29,2008-06-03,2008,6,3
Metal Gear Solid V: The Phantom Pain,PS4,Action,Konami Digital Entertainment,8,3.04,0.97,0.5,1.15,0.42,2015-09-01,2015,9,1
Mass Effect 3,X360,Role-Playing,Electronic Arts,9,3.04,1.94,0.03,0.84,0.24,2012-03-06,2012,3,6
Rayman,PS,Platform,Ubisoft,7,3.03,1.54,0.0,1.33,0.16,1995-09-01,1995,9,1
Tom Clancy's Splinter Cell,XB,Action,Ubisoft,9,3.02,1.85,0.0,1.04,0.13,2002-11-17,2002,11,17
WWE SmackDown! vs. Raw 2006,PS2,Fighting,THQ,8,3.0,1.57,0.0,1.02,0.41,2005-11-15,2005,11,15
The Sims: Livin Large,PC,Misc,Electronic Arts,8,2.99,1.67,0.0,1.18,0.13,2000-08-27,2000,8,27
World Soccer Winning Eleven 6 International,PS2,Sports,Konami,7,2.99,0.12,1.16,1.26,0.45,2003-03-11,2003,3,11
Far Cry 3,X360,Shooter,Ubisoft,8,2.98,1.38,0.02,1.33,0.25,2012-12-04,2012,12,4
Hitman 2: Silent Assassin,PS2,Action,Eidos Interactive,8,2.96,1.36,0.04,1.15,0.41,2002-10-01,2002,10,1
Battlefield: Bad Company 2,PS3,Shooter,Electronic Arts,8,2.96,1.33,0.08,1.11,0.44,2010-03-02,2010,3,2
Street Fighter IV,X360,Fighting,Capcom,9,2.95,1.83,0.15,0.7,0.26,2009-02-17,2009,2,17
WWE SmackDown! vs. RAW 2006,PS2,Fighting,THQ,8,2.94,1.45,0.04,1.11,0.33,2005-11-14,2005,11,14
Pac-Man Collection,GBA,Puzzle,Namco,6,2.94,2.07,0.05,0.77,0.05,2001-07-12,2001,7,12
Madden NFL 13,X360,Sports,EA Sports,8,2.93,2.53,0.0,0.16,0.24,2012-08-28,2012,8,28
Doom (2016),PS4,Shooter,Bethesda Softworks,8,2.92,0.93,0.04,1.48,0.46,2016-05-13,2016,5,13
FIFA 15,X360,Sports,EA Sports,6,2.91,0.8,0.0,1.9,0.21,2014-09-23,2014,9,23
Mass Effect,X360,Role-Playing,Microsoft Game Studios,9,2.91,1.83,0.03,0.79,0.27,2007-11-20,2007,11,20
Mortal Kombat (2011),PS3,Fighting,Warner Bros. Interactive Entertainment,8,2.9,1.98,0.0,0.54,0.38,2011-04-19,2011,4,19
Call of Duty: Finest Hour,PS2,Shooter,Activision,7,2.89,1.51,0.01,1.12,0.24,2004-11-16,2004,11,16
Cooking Mama: Cook Off,Wii,Simulation,Majesco,5,2.89,1.41,0.05,1.12,0.3,2007-03-20,2007,3,20
Sega Superstars Tennis,X360,Sports,Sega,6,2.89,1.75,0.0,0.86,0.28,2008-03-18,2008,3,18
Hot Shots Golf 3,PS2,Sports,Sony Computer Entertainment,7,2.89,0.99,1.38,0.32,0.2,2002-03-11,2002,3,11
Imagine: Babyz,DS,Simulation,Ubisoft,3,2.87,1.3,0.0,1.26,0.31,2007-10-23,2007,10,23
Colin McRae Rally,PS,Racing,Sony Computer Entertainment,7,2.87,0.09,0.12,2.43,0.22,2000-01-31,2000,1,31
Mafia III,PS4,Action-Adventure,2K Games,6,2.87,0.72,0.04,1.67,0.44,2016-10-07,2016,10,7
The Elder Scrolls III: Morrowind,XB,Role-Playing,Bethesda Softworks,8,2.86,2.09,0.03,0.63,0.11,2002-06-06,2002,6,6
Assassin's Creed: Brotherhood,PS3,Action,Ubisoft,9,2.85,1.87,0.11,0.57,0.3,2010-11-16,2010,11,16
Madden NFL 10,X360,Sports,EA Sports,8,2.83,2.52,0.0,0.09,0.22,2009-08-14,2009,8,14
BioShock,X360,Shooter,2K Games,9,2.83,1.65,0.05,0.85,0.28,2007-08-21,2007,8,21
WWE SmackDown! vs. Raw,PS2,Fighting,THQ,7,2.83,1.32,0.04,1.08,0.39,2004-11-02,2004,11,2
Zumba Fitness 2,Wii,Sports,Majesco,7,2.83,1.52,0.0,1.05,0.26,2011-11-15,2011,11,15
Diablo III: Ultimate Evil Edition,PS4,Role-Playing,Blizzard Entertainment,8,2.82,0.83,0.08,1.48,0.44,2014-08-19,2014,8,19
Finding Nemo,GBA,Platform,THQ,7,2.82,1.59,0.04,1.05,0.14,2003-05-10,2003,5,10
Gran Turismo (PSP),PSN,Racing,Sony Computer Entertainment,7,2.82,0.43,0.31,0.91,1.16,2009-10-01,2009,10,1
Medal of Honor,PS3,Shooter,Electronic Arts,6,2.82,1.28,0.07,1.04,0.43,2010-10-12,2010,10,12
Imagine: Fashion Designer,DS,Simulation,Ubisoft,3,2.81,1.32,0.0,1.19,0.3,2007-10-23,2007,10,23
Need for Speed: Hot Pursuit,PS3,Racing,Electronic Arts,8,2.81,1.05,0.03,1.24,0.49,2010-11-16,2010,11,16
Killzone 3,PS3,Shooter,Sony Computer Entertainment,8,2.81,1.46,0.09,0.87,0.38,2011-02-22,2011,2,22
NBA Street,PS2,Sports,EA Sports BIG,7,2.79,2.19,0.0,0.22,0.38,2001-06-18,2001,6,18
Skylanders: Spyro's Adventure,Wii,Action,Activision,8,2.79,1.35,0.0,1.15,0.3,2011-10-16,2011,10,16
WWF SmackDown! Just Bring It,PS2,Fighting,THQ,7,2.79,1.19,0.04,1.15,0.41,2001-11-18,2001,11,18
Mortal Kombat Trilogy,PS,Fighting,Midway Games,7,2.79,1.98,0.0,0.7,0.11,1996-09-01,1996,9,1
Hot Shots Golf,PS,Sports,Sony Computer Entertainment,7,2.79,0.29,2.13,0.2,0.18,1998-05-05,1998,5,5
A Bug's Life,PS,Platform,Sony Computer Entertainment,3,2.79,1.96,0.0,0.72,0.11,1998-10-31,1998,10,31
Star Wars: The Force Unleashed,X360,Action,LucasArts,7,2.77,1.74,0.0,0.78,0.26,2008-09-16,2008,9,16
Saints Row: The Third,X360,Action,THQ,8,2.77,1.26,0.07,1.14,0.3,2011-11-15,2011,11,15
The Sims,PS2,Simulation,Electronic Arts,8,2.77,1.41,0.0,1.12,0.24,2003-01-12,2003,1,12
Battlefield 3,PC,Shooter,Electronic Arts,8,2.76,0.89,0.0,1.44,0.43,2011-10-25,2011,10,25
Need for Speed: Most Wanted (2012),PS3,Racing,Electronic Arts,8,2.74,0.71,0.06,1.52,0.45,2012-10-30,2012,10,30
Far Cry: Primal,PS4,Action-Adventure,Ubisoft,7,2.73,0.63,0.07,1.61,0.41,2016-02-23,2016,2,23
L.A. Noire,X360,Adventure,Rockstar Games,9,2.73,1.55,0.02,0.92,0.24,2011-11-15,2011,11,15
Overwatch,XOne,Shooter,Blizzard Entertainment,8,2.72,1.63,0.0,0.84,0.25,2016-05-24,2016,5,24
Need for Speed (2015),PS4,Racing,Electronic Arts,7,2.72,0.59,0.06,1.66,0.41,2015-11-03,2015,11,3
Tom Clancy's Rainbow Six: Siege,XOne,Shooter,Ubisoft,8,2.71,1.62,0.0,0.84,0.25,2015-12-01,2015,12,1
Skate 3,X360,Sports,EA Sports,8,2.71,1.47,0.0,0.99,0.25,2010-05-11,2010,5,11
Madden NFL 13,PS3,Sports,EA Sports,8,2.71,2.12,0.0,0.24,0.36,2012-08-28,2012,8,28
Madden NFL 12,X360,Sports,EA Sports,7,2.7,2.43,0.0,0.11,0.16,2011-08-30,2011,8,30
Call of Duty 3,X360,Shooter,Activision,8,2.7,1.49,0.02,0.92,0.27,2006-11-07,2006,11,7
LEGO Star Wars II: The Original Trilogy,PS2,Action,LucasArts,8,2.69,1.85,0.01,0.64,0.19,2006-09-12,2006,9,12
Madden NFL 11,X360,Sports,EA Sports,8,2.69,2.38,0.0,0.12,0.19,2010-08-10,2010,8,10
Burnout 3: Takedown,PS2,Racing,Electronic Arts,9,2.68,1.23,0.0,1.11,0.34,2004-09-07,2004,9,7
Mortal Kombat,GEN,Fighting,Arena Entertainment,8,2.67,1.95,0.0,0.63,0.09,1993-09-13,1993,9,13
Medal of Honor,PS,Shooter,Electronic Arts,9,2.67,1.44,0.0,1.09,0.14,1999-11-11,1999,11,11
Call of Duty 2: Big Red One,PS2,Shooter,Activision,8,2.67,1.48,0.01,0.92,0.26,2005-11-01,2005,11,1
Final Fantasy XIII-2,PS3,Role-Playing,Square Enix,8,2.66,0.78,0.89,0.75,0.23,2012-01-31,2012,1,31
Medal of Honor Heroes,PSP,Shooter,Electronic Arts,6,2.66,0.86,0.01,1.11,0.67,2006-10-20,2006,10,20
Guitar Hero: World Tour,X360,Misc,Activision,8,2.66,1.78,0.0,0.64,0.25,2008-10-26,2008,10,26
WWE SmackDown! Shut Your Mouth,PS2,Fighting,THQ,7,2.66,1.32,0.04,1.29,0.0,2002-10-31,2002,10,31
Tom Clancy's Splinter Cell,PS2,Action,Ubisoft,9,2.65,1.15,0.0,1.11,0.4,2003-04-08,2003,4,8
Need for Speed: Shift,PS3,Racing,Electronic Arts,8,2.65,0.69,0.04,1.4,0.52,2009-09-15,2009,9,15
Hannah Montana,DS,Action,Buena Vista,6,2.65,1.59,0.0,0.8,0.26,2006-10-10,2006,10,10
Medal of Honor,X360,Shooter,Electronic Arts,7,2.64,1.58,0.04,0.8,0.22,2010-10-12,2010,10,12
NBA 2K12,X360,Sports,2K Sports,9,2.64,2.32,0.01,0.14,0.17,2011-10-04,2011,10,4
Midnight Club: Street Racing,PS2,Racing,Rockstar Games,7,2.63,2.0,0.02,0.47,0.14,2000-10-25,2000,10,25
NBA 2K19,PS4,Sports,2K Sports,8,2.63,1.69,0.03,0.44,0.47,2018-09-11,2018,9,11
NBA 2K13,PS3,Sports,2K Sports,8,2.63,1.74,0.05,0.46,0.39,2012-10-02,2012,10,2
FIFA Soccer 10,X360,Sports,EA Sports,8,2.62,0.6,0.01,1.79,0.23,2009-10-20,2009,10,20
ESPN NFL 2K5,PS2,Sports,Sega,7,2.62,2.15,0.0,0.12,0.36,2004-07-20,2004,7,20
Madden NFL 18,PS4,Sports,EA Sports,8,2.62,1.73,0.0,0.42,0.47,2017-08-25,2017,8,25
LittleBigPlanet,PSP,Platform,Sony Computer Entertainment,8,2.61,0.65,0.01,1.27,0.68,2009-11-17,2009,11,17
Harry Potter and the Chamber of Secrets,PS2,Adventure,Electronic Arts,7,2.61,0.9,0.04,1.22,0.44,2002-11-14,2002,11,14
Grand Theft Auto: Episodes from Liberty City,X360,Adventure,Rockstar Games,9,2.6,1.08,0.03,1.22,0.27,2009-10-29,2009,10,29
Streets of Rage,GEN,Action,Sega,8,2.6,1.86,0.11,0.55,0.08,1990-12-31,1990,12,31
FIFA Soccer 09,PS3,Sports,Electronic Arts,8,2.59,0.49,0.04,1.63,0.43,2008-10-14,2008,10,14
NBA Live 2005,PS2,Sports,EA Sports,8,2.59,2.03,0.0,0.21,0.35,2004-09-28,2004,9,28
Tom Clancy's The Division,XOne,Shooter,Ubisoft,8,2.59,1.54,0.0,0.82,0.24,2016-03-08,2016,3,8
LEGO Star Wars: The Complete Saga,X360,Action,LucasArts,8,2.59,1.53,0.0,0.83,0.24,2007-11-06,2007,11,6
WWE SmackDown vs. RAW 2007,PS2,Fighting,THQ,8,2.58,1.4,0.03,0.88,0.26,2006-11-14,2006,11,14
Skylanders Giants,Wii,Misc,Activision,7,2.58,1.49,0.0,0.86,0.23,2012-10-21,2012,10,21
Madden NFL 08,PS2,Sports,EA Sports,7,2.57,2.14,0.0,0.08,0.35,2007-08-14,2007,8,14
NBA 2K14,X360,Sports,2K Sports,8,2.57,2.11,0.0,0.19,0.27,2013-10-11,2013,10,11
Dragon Age: Origins,X360,Role-Playing,Electronic Arts,8,2.56,1.76,0.03,0.55,0.22,2009-11-03,2009,11,3
Hot Shots Golf,PS,Sports,Sony Computer Entertainment,7,2.56,0.26,2.13,0.17,0.0,1998-05-05,1998,5,5
FIFA 16,PS3,Sports,EA Sports,9,2.55,0.43,0.05,1.68,0.38,2015-09-22,2015,9,22
Madden NFL 09,X360,Sports,EA Sports,8,2.54,2.21,0.0,0.12,0.2,2008-08-12,2008,8,12
Crazy Taxi,PS2,Racing,Acclaim Entertainment,8,2.52,1.13,0.06,1.12,0.22,2001-05-14,2001,5,14
Tomb Raider (2013),PS3,Action,Square Enix,8,2.51,0.6,0.08,1.45,0.38,2013-03-05,2013,3,5
Midnight Club: Los Angeles,PS3,Racing,Rockstar Games,8,2.5,1.59,0.05,0.54,0.33,2008-10-20,2008,10,20
PES 2009: Pro Evolution Soccer,PS2,Sports,Konami,7,2.5,0.13,0.26,0.07,2.05,2008-11-11,2008,11,11
Marvel: Ultimate Alliance,X360,Role-Playing,Activision,8,2.5,2.29,0.0,0.02,0.19,2006-10-24,2006,10,24
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,Action,Rockstar Games,9,2.49,1.84,0.0,0.56,0.09,2003-10-31,2003,10,31
Mortal Kombat: Deadly Alliance,PS2,Fighting,Midway Games,8,2.49,1.81,0.0,0.52,0.15,2002-11-16,2002,11,16
Game Party,Wii,Misc,Midway Games,2,2.49,1.47,0.0,0.77,0.24,2007-11-27,2007,11,27
NBA 2K15,PS4,Sports,2K Sports,8,2.49,1.49,0.01,0.55,0.44,2014-10-07,2014,10,7
Saints Row: The Third,PS3,Action,THQ,8,2.48,0.86,0.18,1.06,0.37,2011-11-15,2011,11,15
Tomb Raider: The Last Revelation,PS,Action,Eidos Interactive,7,2.48,1.15,0.06,1.14,0.13,1999-11-22,1999,11,22
Madden NFL 16,XOne,Sports,EA Sports,8,2.47,2.13,0.0,0.08,0.26,2015-08-25,2015,8,25
Rock Band,X360,Misc,MTV Games,9,2.47,1.93,0.0,0.33,0.21,2007-11-20,2007,11,20
Assassin's Creed Origins,XOne,Action,Ubisoft,8,2.47,1.34,0.0,0.92,0.22,2017-10-27,2017,10,27
Minecraft,PSV,Misc,Sony Computer Entertainment America,5,2.47,0.22,1.25,0.73,0.27,2014-11-11,2014,11,11
Pure,X360,Racing,Disney Interactive Studios,8,2.47,1.38,0.0,0.84,0.25,2008-09-16,2008,9,16
LEGO Harry Potter: Years 1-4,Wii,Adventure,Warner Bros. Interactive,7,2.45,1.29,0.0,0.94,0.22,2010-06-29,2010,6,29
Dying Light,PS4,Action,Warner Bros. Interactive,8,2.45,1.18,0.13,0.74,0.4,2015-01-27,2015,1,27
Madden NFL 17,XOne,Sports,EA Sports,8,2.44,2.14,0.0,0.04,0.26,2016-08-23,2016,8,23
Twisted Metal 2,PS,Racing,Sony Computer Entertainment,8,2.44,2.12,0.0,0.25,0.07,1996-10-31,1996,10,31
uDraw Studio,Wii,Misc,THQ,7,2.44,1.65,0.0,0.58,0.21,2010-11-14,2010,11,14
The Sims: Bustin' Out,PS2,Simulation,Electronic Arts,7,2.43,1.07,0.0,1.19,0.18,2003-12-15,2003,12,15
Tom Clancy's Rainbow Six: Vegas 2,X360,Shooter,Ubisoft,8,2.42,1.56,0.02,0.61,0.23,2008-03-18,2008,3,18
Sonic Adventure,DC,Platform,Sega,8,2.42,1.26,0.46,0.61,0.08,1999-09-09,1999,9,9
Need for Speed Carbon: Own the City,PSP,Racing,Electronic Arts,7,2.42,0.87,0.0,0.97,0.58,2006-10-31,2006,10,31
Halo: Combat Evolved Anniversary,X360,Shooter,Microsoft Studios,8,2.41,1.44,0.04,0.71,0.22,2011-11-15,2011,11,15
Kinect: Disneyland Adventures,X360,Action-Adventure,Microsoft Studios,8,2.41,1.73,0.02,0.43,0.23,2011-11-15,2011,11,15
Need for Speed: ProStreet,PS2,Racing,Electronic Arts,5,2.41,0.69,0.04,0.0,1.68,2007-11-13,2007,11,13
Pro Evolution Soccer 2011,PS3,Sports,Konami,6,2.41,0.29,0.54,1.18,0.41,2010-10-05,2010,10,5
NBA 2K16,XOne,Sports,2K Sports,8,2.41,2.01,0.0,0.15,0.25,2015-09-29,2015,9,29
ATV Offroad Fury,PS2,Racing,Sony Computer Entertainment,8,2.41,2.07,0.0,0.26,0.08,2001-02-05,2001,2,5
Forza Motorsport 5,XOne,Racing,Microsoft Studios,8,2.4,1.28,0.01,0.9,0.21,2013-11-22,2013,11,22
Batman: Arkham Origins,PS3,Action-Adventure,Warner Bros. Interactive Entertainment,7,2.4,1.08,0.04,0.88,0.4,2013-10-25,2013,10,25
Midnight Club: Los Angeles,X360,Racing,Rockstar Games,8,2.4,1.72,0.01,0.45,0.22,2008-10-20,2008,10,20
Tetris Plus,PS,Puzzle,Jaleco,7,2.4,2.1,0.0,0.24,0.07,1996-10-18,1996,10,18
Madden NFL 11,PS3,Sports,EA Sports,8,2.4,2.05,0.0,0.15,0.2,2010-08-10,2010,8,10
Theme Hospital,PC,Strategy,Electronic Arts,5,2.4,2.3,0.0,0.1,0.0,1997-03-31,1997,3,31
Zumba Fitness,X360,Sports,Majesco,8,2.39,1.74,0.0,0.45,0.2,2010-11-18,2010,11,18
Frogger's Adventures: Temple of the Frog,GBA,Adventure,Konami,6,2.39,2.15,0.0,0.18,0.07,2001-10-24,2001,10,24
Monopoly,PC,Misc,Hasbro Interactive,8,2.39,1.49,0.0,0.81,0.1,1995-01-01,1995,1,1
Mortal Kombat II (US & Others sales),GEN,Fighting,Acclaim Entertainment,8,2.39,1.78,0.0,0.53,0.08,1994-01-01,1994,1,1
Dead Island,X360,Action,Deep Silver,7,2.38,1.48,0.0,0.7,0.21,2011-09-06,2011,9,6
WCW/nWo Revenge,N64,Fighting,THQ,9,2.38,1.94,0.03,0.39,0.02,1998-10-26,1998,10,26
The Incredibles,PS2,Action,THQ,5,2.37,0.96,0.04,1.08,0.3,2004-10-31,2004,10,31
Madden NFL 10,PS3,Sports,EA Sports,8,2.37,2.03,0.0,0.13,0.21,2009-08-14,2009,8,14
Madden NFL 08,X360,Sports,EA Sports,8,2.37,2.18,0.0,0.01,0.18,2007-08-14,2007,8,14
Tony Hawk's Underground 2,PS2,Sports,Activision,8,2.37,1.25,0.01,0.86,0.26,2004-10-04,2004,10,4
Sonic's Ultimate Genesis Collection,PS3,Misc,Sega,8,2.36,1.39,0.0,0.64,0.33,2009-02-10,2009,2,10
Destiny 2,XOne,Shooter,Activision,8,2.35,1.66,0.0,0.47,0.23,2017-09-06,2017,9,6
LEGO Indiana Jones: The Original Adventures,Wii,Adventure,LucasArts,7,2.35,1.51,0.0,0.62,0.22,2008-06-03,2008,6,3
Lego Marvel Super Heroes,X360,Action,Warner Bros. Interactive Entertainment,8,2.34,1.26,0.0,0.87,0.21,2013-10-22,2013,10,22
WWE SmackDown vs Raw 2008,PS2,Fighting,THQ,7,2.34,0.92,0.01,0.0,1.41,2007-11-13,2007,11,13
Dragon Age: Inquisition,PS4,Role-Playing,Electronic Arts,8,2.34,1.07,0.08,0.8,0.38,2014-11-18,2014,11,18
Kinect Sports: Season Two,X360,Sports,Microsoft Studios,6,2.33,1.38,0.02,0.72,0.21,2011-10-25,2011,10,25
Madden NFL 25,X360,Sports,EA Sports,7,2.33,2.02,0.0,0.07,0.25,2013-08-27,2013,8,27
Grand Theft Auto,PS,Action,Take-Two Interactive,6,2.32,0.79,0.04,1.35,0.14,1998-06-30,1998,6,30
My Fitness Coach,Wii,Sports,Ubisoft,7,2.32,1.18,0.0,0.9,0.24,2008-12-02,2008,12,2
Assassin's Creed IV: Black Flag,XOne,Action,Ubisoft,8,2.32,1.51,0.0,0.59,0.22,2013-11-22,2013,11,22
Cool Boarders 3,PS,Sports,989 Studios,7,2.31,1.65,0.1,0.46,0.1,1998-10-28,1998,10,28
Need for Speed: High Stakes,PS,Racing,Electronic Arts,7,2.31,1.58,0.0,0.64,0.09,1999-03-01,1999,3,1
The Sims 3,X360,Simulation,Electronic Arts,8,2.31,1.28,0.0,0.82,0.2,2010-10-26,2010,10,26
LEGO Star Wars: The Complete Saga,PS3,Action,LucasArts,8,2.31,1.02,0.0,0.93,0.36,2007-11-06,2007,11,6
James Bond 007: Everything or Nothing,PS2,Shooter,Electronic Arts,7,2.31,0.85,0.09,1.06,0.32,2004-02-17,2004,2,17
Dead Island,PS3,Action,Deep Silver,6,2.29,1.08,0.15,0.74,0.32,2011-09-06,2011,9,6
Tomb Raider II,PC,Adventure,Eidos Interactive,8,2.29,0.91,0.0,1.25,0.13,1997-10-31,1997,10,31
LEGO Harry Potter: Years 1-4,DS,Adventure,Warner Bros. Interactive,8,2.29,1.07,0.0,1.0,0.22,2010-06-29,2010,6,29
Pro Evolution Soccer 2010,PS3,Sports,Konami,7,2.28,0.3,0.46,1.27,0.26,2009-11-03,2009,11,3
Need for Speed Underground 2,XB,Racing,Electronic Arts,8,2.28,1.38,0.0,0.8,0.1,2004-11-15,2004,11,15
FIFA Soccer 09,PS2,Sports,Electronic Arts,8,2.28,0.38,0.01,0.07,1.82,2008-10-14,2008,10,14
Madden NFL 12,PS3,Sports,EA Sports,7,2.27,1.93,0.0,0.15,0.18,2011-08-30,2011,8,30
Star Wars Battlefront II (US sales),PS2,Shooter,LucasArts,7,2.27,2.18,0.0,0.07,0.02,2005-11-01,2005,11,1
Borderlands 2,PS3,Shooter,2K Games,7,2.27,1.06,0.1,0.75,0.36,2012-09-18,2012,9,18
No Man's Sky,PS4,Action-Adventure,Hello Games,6,2.26,0.89,0.04,0.97,0.37,2016-08-09,2016,8,9
Madden NFL 15,PS4,Sports,EA Sports,8,2.25,1.58,0.0,0.25,0.41,2014-08-26,2014,8,26
Guitar Hero III: Legends of Rock,PS3,Misc,RedOctane,8,2.25,1.4,0.02,0.53,0.3,2007-10-28,2007,10,28
Just Dance Kids,Wii,Misc,Ubisoft,7,2.25,1.52,0.0,0.54,0.19,2010-11-09,2010,11,9
Cool Boarders 2,PS,Sports,Sony Computer Entertainment,7,2.25,1.52,0.2,0.46,0.08,1997-10-31,1997,10,31
Sonic Advance,GBA,Platform,Sega,6,2.24,1.19,0.22,0.71,0.13,2002-02-04,2002,2,4
Call of Duty 3,Wii,Shooter,Activision,6,2.24,1.17,0.0,0.84,0.23,2006-11-14,2006,11,14
Dance Dance Revolution X2,PS2,Simulation,Konami,7,2.23,1.09,0.0,0.85,0.28,2009-10-27,2009,10,27
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,Action,Ultra Games,7,2.23,1.74,0.21,0.25,0.03,1990-12-01,1990,12,1
Spyro: Season of Ice,GBA,Platform,Vivendi Games,6,2.23,1.29,0.0,0.83,0.11,2001-10-29,2001,10,29
Prince of Persia: The Sands of Time,PS2,Adventure,Ubisoft,9,2.22,0.88,0.0,1.03,0.31,2003-11-06,2003,11,6
FIFA 19,XOne,Sports,Electronic Arts,5,2.22,0.56,0.0,1.5,0.16,2018-09-28,2018,9,28
Battlefield V,PS4,Shooter,Electronic Arts,8,2.22,0.8,0.16,0.93,0.34,2018-11-20,2018,11,20
Star Wars: The Force Unleashed,PS3,Action,LucasArts,6,2.22,1.01,0.0,0.86,0.35,2008-09-16,2008,9,16
NBA 2K14,PS3,Sports,2K Sports,7,2.22,1.45,0.04,0.34,0.39,2013-10-01,2013,10,1
Guitar Hero II,X360,Misc,RedOctane,9,2.21,2.01,0.0,0.02,0.17,2007-04-03,2007,4,3
Madden NFL 19,PS4,Sports,EA Sports,8,2.21,1.63,0.0,0.18,0.41,2018-08-10,2018,8,10
Rock Band 2,X360,Misc,MTV Games,9,2.2,1.78,0.0,0.24,0.18,2008-09-14,2008,9,14
LEGO Indiana Jones: The Original Adventures,DS,Adventure,LucasArts,7,2.2,1.4,0.0,0.6,0.21,2008-06-03,2008,6,3
Need for Speed: Hot Pursuit,X360,Racing,Electronic Arts,8,2.2,1.03,0.0,0.96,0.21,2010-11-16,2010,11,16
BioShock 2,X360,Shooter,2K Games,8,2.2,1.45,0.02,0.54,0.2,2010-02-09,2010,2,9
R.B.I. Baseball,NES,Sports,Tengen,7,2.2,0.15,2.05,0.0,0.0,1988-01-01,1988,1,1
High School Musical: Makin' the Cut!,DS,Puzzle,Disney Interactive Studios,7,2.2,1.06,0.0,0.9,0.23,2007-08-14,2007,8,14
FIFA 15,XOne,Sports,EA Sports,7,2.19,0.64,0.0,1.39,0.16,2014-09-23,2014,9,23
Skylanders SWAP Force,Wii,Platform,Activision,7,2.19,1.23,0.0,0.77,0.19,2013-10-13,2013,10,13
Pro Evolution Soccer 2012,PS3,Sports,Konami,7,2.19,0.34,0.55,0.97,0.32,2011-09-27,2011,9,27
Star Wars: Knights of the Old Republic,XB,Role-Playing,LucasArts,9,2.19,1.68,0.0,0.44,0.08,2003-07-17,2003,7,17
Final Fantasy XIII,X360,Role-Playing,Square Enix,8,2.19,1.3,0.01,0.67,0.21,2010-03-09,2010,3,9
Destiny: The Taken King,PS4,Shooter,Activision,8,2.18,0.97,0.05,0.8,0.36,2015-09-15,2015,9,15
Need for Speed: Payback,PS4,Racing,Electronic Arts,5,2.18,0.62,0.04,1.18,0.34,2017-11-10,2017,11,10
ATV Offroad Fury 2,PS2,Racing,Sony Computer Entertainment,8,2.18,1.92,0.0,0.2,0.06,2002-11-09,2002,11,9
Need for Speed Rivals,PS4,Racing,Electronic Arts,8,2.17,0.75,0.03,1.04,0.35,2013-11-15,2013,11,15
PlayerUnknown's Battlegrounds,XOne,Shooter,Microsoft Studios,8,2.17,1.29,0.0,0.69,0.2,2017-12-12,2017,12,12
